last_name,first_name,birthday,gender,type,state,district,senate_class,party,url,address,phone,contact_form,rss_url,twitter,facebook,youtube,youtube_id,bioguide_id,thomas_id,opensecrets_id,lis_id,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id
Cassidy,Bill,1957-09-28,M,sen,LA,,2,Republican,https://www.cassidy.senate.gov,520 Hart Senate Office Building Washington DC 20510,202-224-5824,https://www.cassidy.senate.gov/contact,,,,SenatorBillCassidy,UCCEyGhUzxgkxFzWCY-rxz8g,C001075,01925,N00030245,S373,1030546,412269,69494,Bill Cassidy,,20919,Bill Cassidy
Castor,Kathy,1966-08-20,F,rep,FL,14,,Democrat,https://castor.house.gov,2052 Rayburn House Office Building; Washington DC 20515-0914,202-225-3376,,http://castor.house.gov/news/rss.aspx,USRepKCastor,USRepKathyCastor,RepKathyCastor,UC_irxhmLqVenTFPxDxznG6g,C001066,01839,N00027514,,1022874,412195,53825,Kathy Castor,,20708,Kathy Castor
Chabot,Steve,1953-01-22,M,rep,OH,1,,Republican,https://chabot.house.gov,2371 Rayburn House Office Building; Washington DC 20515-3501,202-225-2216,,http://chabot.house.gov/common/rss/index.cfm?rss=49,RepSteveChabot,RepSteveChabot,congressmanchabot,UCJpzm2DZDE1B6ruQLQc7q4g,C000266,00186,N00003689,,36705,400071,21790,Steve Chabot,,29550,Steve Chabot
Chu,Judy,1953-07-07,F,rep,CA,27,,Democrat,https://chu.house.gov,2423 Rayburn House Office Building; Washington DC 20515-0527,202-225-5464,,http://chu.house.gov/rss.xml,RepJudyChu,RepJudyChu,RepJudyChu,UCfcbYOvdEXZNelM8T05nK-w,C001080,01970,N00030600,,92573,412379,16539,Judy Chu,,20955,Judy Chu
Cicilline,David,1961-07-15,M,rep,RI,1,,Democrat,https://cicilline.house.gov,2244 Rayburn House Office Building; Washington DC 20515-3901,202-225-4911,,http://cicilline.house.gov/rss.xml,RepCicilline,CongressmanDavidCicilline,RepDavidCicilline,UC3sCl46o8hYP69LnidNltuw,C001084,02055,N00032019,,1033865,412470,7349,David N. Cicilline,,21172,David Cicilline
Clarke,Yvette,1964-11-21,F,rep,NY,9,,Democrat,https://clarke.house.gov,2058 Rayburn House Office Building; Washington DC 20515-3209,202-225-6231,,http://clarke.house.gov/news/rss.aspx,RepYvetteClarke,repyvettedclarke,repyvetteclarke,UC8SuQiuL2P9fUHAxuRoTdUQ,C001067,01864,N00026961,,1022875,412221,44741,Yvette D. Clarke,,20733,Yvette Clarke
Clay,Wm.,1956-07-27,M,rep,MO,1,,Democrat,https://lacyclay.house.gov,2428 Rayburn House Office Building; Washington DC 20515-2501,202-225-2406,,,,109135405838588,WilliamLacyClay,UCB3yVQzlxhx3brOwaWtiXoQ,C001049,01654,N00012460,,88332,400074,8967,William Lacy Clay,,20147,Lacy Clay
Cleaver,Emanuel,1944-10-26,M,rep,MO,5,,Democrat,https://cleaver.house.gov,2335 Rayburn House Office Building; Washington DC 20515-2505,202-225-4535,,http://cleaver.house.gov/rss.xml,RepCleaver,emanuelcleaverii,repcleaver,UCVC-7CLFjXczoihr5FxDLsw,C001061,01790,N00026790,,10933,400639,39507,,,20517,Emanuel Cleaver
Clyburn,James,1940-07-21,M,rep,SC,6,,Democrat,https://clyburn.house.gov,242 Cannon House Office Building; Washington DC 20515-4006,202-225-3315,,http://clyburn.house.gov/rss.xml,Clyburn,jameseclyburn,repjamesclyburn,UCIyU_UA_JEa14gvAwhquKqg,C000537,00208,N00002408,,21607,400075,27066,James E. Clyburn,,39301,Jim Clyburn
Coffman,Mike,1955-03-19,M,rep,CO,6,,Republican,https://coffman.house.gov,2443 Rayburn House Office Building; Washington DC 20515-0606,202-225-7882,,http://coffman.house.gov/index.php?format=feed&amp;type=rss,RepMikeCoffman,repmikecoffman,CongressmanCoffman,UCBCe9Os3VRutyBw3aLhYq5g,C001077,01912,N00024753,,1031340,412271,1535,Mike Coffman,,20906,Mike Coffman
Cohen,Steve,1949-05-24,M,rep,TN,9,,Democrat,https://cohen.house.gov,2404 Rayburn House Office Building; Washington DC 20515-4209,202-225-3265,,http://cohen.house.gov/rss.xml,RepCohen,CongressmanSteveCohen,repcohen,UC_NJlnsOBjOameUwZk0rvsA,C001068,01878,N00003225,,1022876,412236,24340,,,20748,Steve Cohen
Cole,Tom,1949-04-28,M,rep,OK,4,,Republican,https://cole.house.gov,2467 Rayburn House Office Building; Washington DC 20515-3604,202-225-6165,,http://cole.house.gov/rss.xml,TomColeOK04,TomColeOK04,reptomcole,UCvqzPm_YnNkfEHpm3SEMJMQ,C001053,01742,N00025726,,1003609,400077,46034,Tom Cole,,20344,Tom Cole
Conaway,K.,1948-06-11,M,rep,TX,11,,Republican,https://conaway.house.gov,2430 Rayburn House Office Building; Washington DC 20515-4311,202-225-3605,,,ConawayTX11,mike.conaway,mikeconaway11,UCR3dhwhVfxmmqv6ct2Xa1-g,C001062,01805,N00026041,,1004595,400655,49935,Mike Conaway,,20531,Mike Conaway
Connolly,Gerald,1950-03-30,M,rep,VA,11,,Democrat,https://connolly.house.gov,2238 Rayburn House Office Building; Washington DC 20515-4611,202-225-1492,,http://connolly.house.gov/common/rss//index.cfm?rss=44,GerryConnolly,CongressmanGerryConnolly,repconnolly,UC4WG9PlmoOeSLIuyVjs-RSA,C001078,01959,N00029891,,1015936,412272,95078,,,20952,Gerry Connolly
Cooper,Jim,1954-06-19,M,rep,TN,5,,Democrat,https://cooper.house.gov,1536 Longworth House Office Building; Washington DC 20515-4205,202-225-4311,,http://cooper.house.gov/index.php?format=feed&amp;type=rss,RepJimCooper,JimCooper,RepJimCooper,UCjplyIIQbNZcl013AyDfPNg,C000754,00231,N00003132,,1201,400081,48891,Jim Cooper,,15019,Jim Cooper
Costa,Jim,1952-04-13,M,rep,CA,16,,Democrat,https://costa.house.gov,2081 Rayburn House Office Building; Washington DC 20515-0516,202-225-3341,,http://costa.house.gov/index.php?format=feed&amp;type=rss,RepJimCosta,RepJimCosta,RepJimCostaCA20,UCVgXX23eJEai6GiBOKO6dvA,C001059,01774,N00026341,,19599,400618,3577,,,20501,Jim Costa
Courtney,Joe,1953-04-06,M,rep,CT,2,,Democrat,https://courtney.house.gov,2348 Rayburn House Office Building; Washington DC 20515-0702,202-225-2076,,http://courtney.house.gov/index.php?format=feed&amp;type=rss,RepJoeCourtney,joecourtney,repcourtney,UCGVIfe1T2hO1Lx7ap5Wkv1w,C001069,01836,N00024842,,1021284,412193,30333,Joe Courtney,,20706,Joe Courtney (politician)
Crapo,Michael,1951-05-20,M,sen,ID,,3,Republican,https://www.crapo.senate.gov,239 Dirksen Senate Office Building Washington DC 20510,202-224-6142,https://www.crapo.senate.gov/contact,,MikeCrapo,mikecrapo,senatorcrapo,UCMHzKHg1BE7dEcFjnayw1lA,C000880,00250,N00006267,S266,26440,300030,26830,Mike Crapo,,29345,Mike Crapo
Crawford,Eric,1966-01-22,M,rep,AR,1,,Republican,https://crawford.house.gov,2422 Rayburn House Office Building; Washington DC 20515-0401,202-225-4076,,http://crawford.house.gov/news/rss.aspx,RepRickCrawford,RepRickCrawford,RepRickCrawford,UCLKAkVl4BHRK73lmDiIgPYg,C001087,01989,N00030770,,623259,412400,119208,Rick Crawford,,21106,Rick Crawford (politician)
Crowley,Joseph,1962-03-16,M,rep,NY,14,,Democrat,https://crowley.house.gov,1035 Longworth House Office Building; Washington DC 20515-3214,202-225-3965,,http://crowley.house.gov/rss.xml,RepJoeCrowley,repjoecrowley,RepJoeCrowley,UCni23wivejzkS9G1L_XEBQw,C001038,01604,N00001127,,57880,400087,4295,Joseph Crowley,,29925,Joseph Crowley
Cuellar,Henry,1955-09-19,M,rep,TX,28,,Democrat,https://cuellar.house.gov,2209 Rayburn House Office Building; Washington DC 20515-4328,202-225-1640,,http://cuellar.house.gov/news/rss.aspx,RepCuellar,152569121550,henrycuellar,UCVgEOdJx3tyILO9EjZ-heEQ,C001063,01807,N00024978,,1013062,400657,5486,,,20533,Henry Cuellar
Culberson,John,1956-08-24,M,rep,TX,7,,Republican,https://culberson.house.gov,2161 Rayburn House Office Building; Washington DC 20515-4307,202-225-2571,,http://culberson.house.gov/rss/,CongCulberson,CongressmanCulberson,johnculbersontx07,UCv9NX2RA2jQQniHohgqy_KQ,C001048,01670,N00009738,,88078,400089,5488,John Culberson,,20139,John Culberson
Cummings,Elijah,1951-01-18,M,rep,MD,7,,Democrat,https://cummings.house.gov,2163 Rayburn House Office Building; Washington DC 20515-2007,202-225-4741,,http://cummings.house.gov/rss.xml,RepCummings,elijahcummings,ElijahECummings,UCMasH4jR80RdkqyuF0neFZg,C000984,00256,N00001971,,43300,400090,345,Elijah Cummings,,29587,Elijah Cummings
Davis,Danny,1941-09-06,M,rep,IL,7,,Democrat,https://davis.house.gov,2159 Rayburn House Office Building; Washington DC 20515-1307,202-225-5006,,http://davis.house.gov/index.php?format=feed&type=rss,RepDannyDavis,CongressmanDKDavis,dannykdavis07,UCdhrT09_XMr31tuI8OcKsjQ,D000096,01477,N00004884,,44325,400093,233,Danny K. Davis,,29717,Danny K. Davis
Davis,Susan,1944-04-13,F,rep,CA,53,,Democrat,https://susandavis.house.gov,1214 Longworth House Office Building; Washington DC 20515-0553,202-225-2040,,,RepSusanDavis,RepSusanDavis,,,D000598,01641,N00009604,,85595,400097,8168,,,20108,Susan Davis (politician)
DeFazio,Peter,1947-05-27,M,rep,OR,4,,Democrat,https://defazio.house.gov,2134 Rayburn House Office Building; Washington DC 20515-3704,202-225-6416,,http://www.defazio.house.gov/index.php?format=feed&amp;type=rss,RepPeterDeFazio,RepPeterDeFazio,PeterDeFazio,UCIF3HunhsVgTv7L2grnq2Rg,D000191,00279,N00007781,,6068,400100,27037,Peter DeFazio,,15410,Peter DeFazio
DeGette,Diana,1957-07-29,F,rep,CO,1,,Democrat,https://degette.house.gov,2111 Rayburn House Office Building; Washington DC 20515-0601,202-225-4431,,http://degette.house.gov/index.php?option=com_ninjarsssyndicator&amp;feed_id=1&amp;format=raw,RepDianaDeGette,DianaDeGette,RepDianaDeGette,UCWFQCRTHwsHg9P1Hf-EQtew,D000197,01479,N00006134,,90293,400101,561,Diana DeGette,,29710,Diana DeGette
DeLauro,Rosa,1943-03-02,F,rep,CT,3,,Democrat,https://delauro.house.gov,2413 Rayburn House Office Building; Washington DC 20515-0703,202-225-3661,,http://delauro.house.gov/index.php?format=feed&amp;type=rss,RosaDeLauro,CongresswomanRosaDeLauro,rosadelauro,UC9ROfGBm7kSLCEDYwFF6McQ,D000216,00281,N00000615,,19040,400103,26788,Rosa DeLauro,,29109,Rosa DeLauro
Denham,Jeff,1967-07-29,M,rep,CA,10,,Republican,https://denham.house.gov,1730 Longworth House Office Building; Washington DC 20515-0510,202-225-4540,,http://denham.house.gov/rss.xml,RepJeffDenham,RepJeffDenham,repjeffdenham,UCm59PEM_tgTvhm5-wIfnrRg,D000612,01995,N00031593,,623287,412403,28769,,,21109,Jeff Denham
Dent,Charles,1960-05-24,M,rep,PA,15,,Republican,https://dent.house.gov,2082 Rayburn House Office Building; Washington DC 20515-3815,202-225-6411,,http://dent.house.gov/?a=rss.feed,RepCharlieDent,CongressmanDent,CongressmanDent,UCoC_r0R2M_74UVrH4A44awQ,D000604,01799,N00026171,,1011395,400648,9121,Charles W. Dent,,20526,Charlie Dent
DesJarlais,Scott,1964-02-21,M,rep,TN,4,,Republican,https://desjarlais.house.gov,2301 Rayburn House Office Building; Washington DC 20515-4204,202-225-6831,,http://desjarlais.house.gov/news/rss.aspx,DesJarlaisTN04,ScottDesJarlaisTN04,ScottDesJarlaisTN04,UCvjuSLoi3hS0ECQvJLhwOkA,D000616,02062,N00030957,,623517,412477,123473,,,21179,Scott DesJarlais
Deutch,Theodore,1966-05-07,M,rep,FL,22,,Democrat,https://teddeutch.house.gov,2447 Rayburn House Office Building; Washington DC 20515-0922,202-225-3001,,http://teddeutch.house.gov/news/rss.aspx,RepTedDeutch,CongressmanTedDeutch,congressmanteddeutch,UC1JlTLRUDkzhM2htvI9QJTA,D000610,01976,N00031317,,9267613,412385,67151,Theodore E. Deutch,,20959,Ted Deutch
Diaz-Balart,Mario,1961-09-25,M,rep,FL,25,,Republican,https://mariodiazbalart.house.gov,440 Cannon House Office Building; Washington DC 20515-0925,202-225-4211,,http://mariodiazbalart.house.gov/rss.xml,MarioDB,mdiazbalart,MarioDiazBalart,UCpEEd0Plxx5D78pI4a4mFTQ,D000600,01717,N00025337,,1003562,400108,24312,Mario Diaz-Balart,,20316,Mario Díaz-Balart
Doggett,Lloyd,1946-10-06,M,rep,TX,35,,Democrat,https://doggett.house.gov,2307 Rayburn House Office Building; Washington DC 20515-4335,202-225-4865,,http://doggett.house.gov/index.php/component/ninjarsssyndicator/?feed_id=1&amp;format=raw,RepLloydDoggett,lloyddoggett,doggett,UCN-kiLKyHPcfRVZ28sAHS_g,D000399,00303,N00006023,,36810,400111,21689,,,29571,Lloyd Doggett
Donnelly,Joe,1955-09-28,M,sen,IN,,1,Democrat,https://www.donnelly.senate.gov,720 Hart Senate Office Building Washington DC 20510,202-224-4814,https://www.donnelly.senate.gov/contact/email-joe,http://www.donnelly.senate.gov/rss/feeds/?type=all,SenDonnelly,senatordonnelly,sendonnelly,UC7H5Lz0BUaTRlWXk9QsIwsg,D000607,01850,N00026586,S356,1012000,412205,34212,Joe Donnelly,,20717,Joe Donnelly
Doyle,Michael,1953-08-05,M,rep,PA,14,,Democrat,https://doyle.house.gov,239 Cannon House Office Building; Washington DC 20515-3814,202-225-2135,,http://doyle.house.gov/rss.xml,USRepMikeDoyle,usrepmikedoyle,CongressmanDoyle,UCni9vINmgerEeVXhKCC9qbA,D000482,00316,N00001373,,36774,400114,21853,Michael F. Doyle,,29561,Michael F. Doyle
Duffy,Sean,1971-10-03,M,rep,WI,7,,Republican,https://duffy.house.gov,2330 Rayburn House Office Building; Washington DC 20515-4907,202-225-3365,,http://duffy.house.gov/rss.xml,RepSeanDuffy,RepSeanDuffy,RepSeanDuffy,UChq-eV2HnV7Kr2zmj0yua7g,D000614,02072,N00030967,,623570,412488,126238,Sean Duffy,,21189,Sean Duffy
Duncan,Jeff,1966-01-07,M,rep,SC,3,,Republican,https://jeffduncan.house.gov,2229 Rayburn House Office Building; Washington DC 20515-4003,202-225-5301,,http://jeffduncan.house.gov/rss.xml,RepJeffDuncan,RepJeffDuncan,congjeffduncan,UC1tuXL6ymImdpKYGEAH83QA,D000615,02057,N00030752,,62713,412472,47967,Jeff Duncan,,21174,Jeff Duncan (politician)
Duncan,John,1947-07-21,M,rep,TN,2,,Republican,https://duncan.house.gov,2207 Rayburn House Office Building; Washington DC 20515-4202,202-225-5435,,http://duncan.house.gov/rss.xml,RepJohnDuncanJr,CongressmanDuncan,RepJohnDuncan,UCCpcKqQfp9gVkeD1t7uYLKQ,D000533,00322,N00003209,,6114,400116,27069,,,15455,Jimmy Duncan (politician)
Ellison,Keith,1963-08-04,M,rep,MN,5,,Democrat,https://ellison.house.gov,2263 Rayburn House Office Building; Washington DC 20515-2305,202-225-4755,,http://ellison.house.gov/index.php?format=feed&amp;type=rss,KeithEllison,Keith.Ellison,RepKeithEllison,UCR_QMi3wGy7xPUZxaIRi9QA,E000288,01857,N00028257,,1022556,412215,38982,Keith Ellison,,20727,Keith Ellison
Engel,Eliot,1947-02-18,M,rep,NY,16,,Democrat,https://engel.house.gov,2462 Rayburn House Office Building; Washington DC 20515-3216,202-225-2464,,,RepEliotEngel,RepEliotLEngel,engel2161,UCZ-ctBF-a6CYPJWDoBV_JyA,E000179,00344,N00001003,,6109,400122,26972,,,15603,Eliot Engel
Eshoo,Anna,1942-12-13,F,rep,CA,18,,Democrat,http://eshoo.house.gov,241 Cannon House Office Building; Washington DC 20515-0518,202-225-8104,,http://eshoo.house.gov/index.php?format=feed&amp;type=rss,RepAnnaEshoo,RepAnnaEshoo,RepAnnaEshoo,UCjRvhco2d59GBgA78IIIaYQ,E000215,00355,N00007335,,26130,400124,26741,,,29312,Anna Eshoo
Flake,Jeff,1962-12-31,M,sen,AZ,,1,Republican,https://www.flake.senate.gov/public,413 Russell Senate Office Building Washington DC 20510,202-224-4521,https://www.flake.senate.gov/public/index.cfm/contact-jeff,http://www.flake.senate.gov/public/index.cfm/rss/feed,JeffFlake,senatorjeffflake,flakeoffice,UCPSnRxko_G21KzwgXmOZaeQ,F000444,01633,N00009573,S358,87582,400134,28128,Jeff Flake,,20100,Jeff Flake
Fleischmann,Charles,1962-10-11,M,rep,TN,3,,Republican,https://fleischmann.house.gov,2410 Rayburn House Office Building; Washington DC 20515-4203,202-225-3271,,http://fleischmann.house.gov/rss.xml,RepChuck,repchuck,repchuck,UCTtRrJkM-R-f2K0byCMvHgw,F000459,02061,N00030815,,95146,412476,123456,,,21178,Chuck Fleischmann
Flores,Bill,1954-02-25,M,rep,TX,17,,Republican,https://flores.house.gov,2440 Rayburn House Office Building; Washington DC 20515-4317,202-225-6105,,http://flores.house.gov/common/rss//index.cfm?rss=25,RepBillFlores,RepBillFlores,RepBillFlores,UCA7MgQ_ccBlCqoxV56B6nmA,F000461,02065,N00031545,,623540,412480,116906,,,21182,Bill Flores
Fortenberry,Jeff,1960-12-27,M,rep,NE,1,,Republican,https://fortenberry.house.gov,1514 Longworth House Office Building; Washington DC 20515-2701,202-225-4806,,http://fortenberry.house.gov/index.php?format=feed&amp;type=rss,JeffFortenberry,jefffortenberry,JeffFortenberry,UCbWUvw3gQhbFyJzt1Nh6cAA,F000449,01793,N00026631,,1013049,400640,41929,Jeff Fortenberry,,20518,Jeff Fortenberry
Foxx,Virginia,1943-06-29,F,rep,NC,5,,Republican,https://foxx.house.gov,2262 Rayburn House Office Building; Washington DC 20515-3305,202-225-2071,,http://foxx.house.gov/common/rss/?rss=55,VirginiaFoxx,RepVirginiaFoxx,repvirginiafoxx,UCggineJcxJn80TRXxdQbx6w,F000450,01791,N00026166,,1013052,400643,6051,Virginia Foxx,,20521,Virginia Foxx
Frelinghuysen,Rodney,1946-04-29,M,rep,NJ,11,,Republican,https://frelinghuysen.house.gov,2306 Rayburn House Office Building; Washington DC 20515-3011,202-225-5034,,http://frelinghuysen.house.gov/common/rss/?rss=3,USRepRodney,rfrelinghuysen,RepFrelinghuysen,UCePp5KwEKTtu3GM6gkVIkmg,F000372,00414,N00000684,,37781,400142,22177,,,29541,Rodney Frelinghuysen
Fudge,Marcia,1952-10-29,F,rep,OH,11,,Democrat,https://fudge.house.gov,2344 Rayburn House Office Building; Washington DC 20515-3511,202-225-7032,,http://fudge.house.gov/common/rss//index.cfm?rss=25,RepMarciaFudge,RepMarciaLFudge,marcialfudge,UClmYIIhIcL-WwtBAy1Dhokg,F000455,01895,N00030490,,1030928,412327,110640,Marcia L. Fudge,,20941,Marcia Fudge
Garamendi,John,1945-01-24,M,rep,CA,3,,Democrat,https://garamendi.house.gov,2438 Rayburn House Office Building; Washington DC 20515-0503,202-225-1880,,http://garamendi.house.gov/rss.xml,RepGaramendi,repgaramendi,garamendiCA10,UCRym1qsO72C39gX6pBu4icg,G000559,01973,N00030856,,18413,412382,29664,,,20958,John Garamendi
Gardner,Cory,1974-08-22,M,sen,CO,,2,Republican,https://www.gardner.senate.gov,354 Russell Senate Office Building Washington DC 20510,202-224-5941,https://www.gardner.senate.gov/contact-cory/email-cory,,SenCoryGardner,SenCoryGardner,,UC7Vi5vAFb7piu_BNwrYDBxQ,G000562,01998,N00030780,S377,623308,412406,30004,Cory Gardner,,21112,Cory Gardner
Gibbs,Bob,1954-06-14,M,rep,OH,7,,Republican,https://gibbs.house.gov,2446 Rayburn House Office Building; Washington DC 20515-3507,202-225-6265,,http://gibbs.house.gov/rss.xml,RepBobGibbs,RepBobGibbs,RepBobGibbs,UC4J-kVbeE32Up-b_wTLEUmA,G000563,02049,N00031128,,1033844,412463,45466,Bob Gibbs,,21165,Bob Gibbs
Gohmert,Louie,1953-08-18,M,rep,TX,1,,Republican,https://gohmert.house.gov,2243 Rayburn House Office Building; Washington DC 20515-4301,202-225-3035,,http://gohmert.house.gov/news/rss.aspx,RepLouieGohmert,50375006903,GohmertTX01,UC0HMa6X3iMhMq96kkRLLTog,G000552,01801,N00026148,,1011394,400651,50029,Louie Gohmert,,20527,Louie Gohmert
Goodlatte,Bob,1952-09-22,M,rep,VA,6,,Republican,https://goodlatte.house.gov,2309 Rayburn House Office Building; Washington DC 20515-4606,202-225-5431,,http://goodlatte.house.gov/press_releases.rss,RepGoodlatte,BobGoodlatte,RepBobGoodlatte,UCvjZ1XhXidxiyfm2ICEbNKg,G000289,00446,N00009154,,27025,400154,27116,Bob Goodlatte,,39308,Bob Goodlatte
Gosar,Paul,1958-11-22,M,rep,AZ,4,,Republican,https://gosar.house.gov,2057 Rayburn House Office Building; Washington DC 20515-0304,202-225-2315,,http://gosar.house.gov/rss.xml,RepGosar,repgosar,repgosar,UC5orqw_9acsKWSRbrqTDXBw,G000565,01992,N00030771,,62470,412397,123491,Paul Gosar,,21103,Paul Gosar
Gowdy,Trey,1964-08-22,M,rep,SC,4,,Republican,https://gowdy.house.gov,2418 Rayburn House Office Building; Washington DC 20515-4004,202-225-6030,,http://gowdy.house.gov/news/rss.aspx,TGowdySC,RepTreyGowdy,TGowdySC,UCVvxvugtuNZSygB4z4aVfsg,G000566,02058,N00030880,,9268950,412473,121782,Trey Gowdy,,21175,Trey Gowdy
Granger,Kay,1943-01-18,F,rep,TX,12,,Republican,https://kaygranger.house.gov,1026 Longworth House Office Building; Washington DC 20515-4312,202-225-5071,,http://kaygranger.house.gov/rss.xml,RepKayGranger,RepKayGranger,RepKayGranger,UCsRMtemAkyLh78MPES6gMVQ,G000377,01487,N00008799,,45709,400157,334,,,29762,Kay Granger
Grassley,Charles,1933-09-17,M,sen,IA,,3,Republican,https://www.grassley.senate.gov,135 Hart Senate Office Building Washington DC 20510,202-224-3744,http://www.grassley.senate.gov/contact,http://grassley.senate.gov/customcf/rss_feed.cfm,ChuckGrassley,grassley,senchuckgrassley,UCiCPRkcLMInpDeOqGkMTt4w,G000386,00457,N00001758,S153,1167,300048,53293,Chuck Grassley,,14226,Chuck Grassley
Graves,Sam,1963-11-07,M,rep,MO,6,,Republican,https://graves.house.gov,1135 Longworth House Office Building; Washington DC 20515-2506,202-225-7041,,http://graves.house.gov/common/rss/index.cfm?rss=25,RepSamGraves,118514606128,,,G000546,01656,N00013323,,89873,400158,9425,,,20124,Sam Graves
Graves,Tom,1970-02-03,M,rep,GA,14,,Republican,https://tomgraves.house.gov,2078 Rayburn House Office Building; Washington DC 20515-1014,202-225-5211,,http://tomgraves.house.gov/news/rss.aspx,RepTomGraves,reptomgraves,CongressmanGraves,UCBxeA4MWCmfUox57bUTEH0g,G000560,01979,N00030788,,11519,412388,31969,Tom Graves,,20962,Tom Graves
Green,Al,1947-09-01,M,rep,TX,9,,Democrat,https://algreen.house.gov,2347 Rayburn House Office Building; Washington DC 20515-4309,202-225-7508,,http://algreen.house.gov/rss.xml,RepAlGreen,repalgreen,RepAlGreen,UCFtgMZm1YUXaZ8OtOj-GDjA,G000553,01803,N00026686,,1012969,400653,49680,Al Green,,20529,Al Green (politician)
Green,Gene,1947-10-17,M,rep,TX,29,,Democrat,https://green.house.gov,2470 Rayburn House Office Building; Washington DC 20515-4329,202-225-1688,,http://green.house.gov/rss.xml,RepGeneGreen,RepGeneGreen,RepGeneGreen,UCc6B7e8ontd_yKsPt_6w2oA,G000410,00462,N00005870,,26156,400160,27100,,,39304,Gene Green
Griffith,H.,1958-03-15,M,rep,VA,9,,Republican,https://morgangriffith.house.gov,2202 Rayburn House Office Building; Washington DC 20515-4609,202-225-3861,,http://morgangriffith.house.gov/news/rss.aspx,RepMGriffith,RepMorganGriffith,RepMorganGriffith,UCzxqD7EY_Rdvbc0spbaYkJA,G000568,02070,N00032029,,62766,412485,5148,Morgan Griffith,,21191,Morgan Griffith
Grijalva,Raúl,1948-02-19,M,rep,AZ,3,,Democrat,https://grijalva.house.gov,1511 Longworth House Office Building; Washington DC 20515-0303,202-225-2435,,http://grijalva.house.gov/common/rss/?rss=13,RepraulGrijalva,Rep.Grijalva,raulgrijalvaaz07,UC8JZLnXS21bhNbcvpoM8O7g,G000551,01708,N00025284,,1003551,400162,28253,Raul M. Grijalva,,20305,Raúl Grijalva
Guthrie,Brett,1964-02-18,M,rep,KY,2,,Republican,https://guthrie.house.gov,2434 Rayburn House Office Building; Washington DC 20515-1702,202-225-3501,,http://guthrie.house.gov/common/rss/?rss=24,RepGuthrie,CongressmanGuthrie,BrettGuthrie,UCdJhDw-YbdH0RHfWK0sIfiw,G000558,01922,N00029675,,1031343,412278,18829,Brett Guthrie,,20916,Brett Guthrie
Gutiérrez,Luis,1953-12-10,M,rep,IL,4,,Democrat,https://gutierrez.house.gov,2408 Rayburn House Office Building; Washington DC 20515-1304,202-225-8203,,http://gutierrez.house.gov/rss.xml,RepGutierrez,RepGutierrez,repluisgutierrez,UCLooufcInrRP1FQn_WY9yDA,G000535,00478,N00004874,,23476,400163,26841,Luis V. Gutierrez,,29348,Luis Gutiérrez
Harper,Gregg,1956-06-01,M,rep,MS,3,,Republican,https://harper.house.gov,2227 Rayburn House Office Building; Washington DC 20515-2403,202-225-5031,,http://harper.house.gov/rss.xml,GreggHarper,GreggHarper,congressmanharper,UC9UIowW9bhstVTiMX8znppQ,H001045,01933,N00029632,,1031347,412280,101985,,,20925,Gregg Harper
Harris,Andy,1957-01-25,M,rep,MD,1,,Republican,https://harris.house.gov,1533 Longworth House Office Building; Washington DC 20515-2001,202-225-5311,,http://harris.house.gov/rss.xml,RepAndyHarrisMD,AndyHarrisMD,RepAndyHarris,UCvUuV7FiJfJi1yux4qozgMg,H001052,02026,N00029147,,1033464,412434,19157,,,21139,Andy Harris (politician)
Hartzler,Vicky,1960-10-13,F,rep,MO,4,,Republican,https://hartzler.house.gov,2235 Rayburn House Office Building; Washington DC 20515-2504,202-225-2876,,http://hartzler.house.gov/rss.xml,RepHartzler,Congresswoman.Hartzler,repvickyhartzler,UCAvttUz6qBVEJiFt7p_MZxw,H001053,02032,N00031005,,95050,412444,8783,Vicky Hartzler,,21149,Vicky Hartzler
Hastings,Alcee,1936-09-05,M,rep,FL,20,,Democrat,https://alceehastings.house.gov,2353 Rayburn House Office Building; Washington DC 20515-0920,202-225-1313,,http://www.alceehastings.house.gov/news/rss.aspx,RepHastingsFL,95696782238,RepAlceeHastings,UCaXXiR3YjMuPIlIGRGNnm8A,H000324,00511,N00002884,,1858,400170,26798,Alcee L. Hastings,,29337,Alcee Hastings
Heinrich,Martin,1971-10-17,M,sen,NM,,1,Democrat,https://www.heinrich.senate.gov,303 Hart Senate Office Building Washington DC 20510,202-224-5521,http://www.heinrich.senate.gov/contact,,MartinHeinrich,MartinHeinrich,SenMartinHeinrich,UCBxh8IK5sMxY0Ln_0G2NYcg,H001046,01937,N00029835,S359,1030686,412281,74517,Martin Heinrich,,20930,Martin Heinrich
Hensarling,Jeb,1957-05-29,M,rep,TX,5,,Republican,https://hensarling.house.gov,2228 Rayburn House Office Building; Washington DC 20515-4305,202-225-3484,,http://hensarling.house.gov/atom.xml,RepHensarling,RepHensarling,repjebhensarling,UCjZWXpz6wypzbL8nK0JNEvg,H001036,01749,N00024922,,1003619,400175,49827,Jeb Hensarling,,20352,Jeb Hensarling
Herrera Beutler,Jaime,1978-11-03,F,rep,WA,3,,Republican,https://herrerabeutler.house.gov,1107 Longworth House Office Building; Washington DC 20515-4703,202-225-3536,,http://herrerabeutler.house.gov/news/rss.aspx,HerreraBeutler,herrerabeutler,RepHerreraBeutler,UCJEgiA9clfx0amrQUj0aBTQ,H001056,02071,N00031559,,95198,412486,101907,,,21187,Jaime Herrera Beutler
